Employe_Id	Boisson_Id	Date
L91848	19	17/11/2022
F50762	19	21/11/2022
V02493	28	24/11/2022
J28942	24	27/11/2022
S92802	1	23/11/2022
Z53323	3	01/11/2022
I09813	42	19/11/2022
O18047	38	28/11/2022
D78946	38	04/11/2022
Q48675	29	09/11/2022
K24786	31	17/11/2022
V84299	29	10/11/2022
A70424	7	14/11/2022
K78882	10	16/11/2022
D78946	0	24/11/2022
L91848	39	24/11/2022
N61159	3	28/11/2022
Q48675	12	18/11/2022
Q86815	20	22/11/2022
F47721	1	28/11/2022
Z91269	23	03/11/2022
Q17124	29	02/11/2022
Y48318	28	11/11/2022
L95633	34	22/11/2022
Z60347	26	10/11/2022
I46489	20	13/11/2022
F69733	28	16/11/2022
U48940	2	10/11/2022
F69733	24	08/11/2022
H48167	29	19/11/2022
W48418	28	26/11/2022
L97294	23	13/11/2022
B16336	11	18/11/2022
L97294	10	03/11/2022
R19192	23	20/11/2022
W48418	11	25/11/2022
F50762	25	12/11/2022
I46489	0	18/11/2022
B16336	22	02/11/2022
P35224	30	13/11/2022
F16023	23	03/11/2022
B77851	39	27/11/2022
Q48675	36	20/11/2022
G22804	23	22/11/2022
G82993	24	09/11/2022
G95624	19	20/11/2022
Q86815	23	06/11/2022
V90078	21	15/11/2022
G82993	22	21/11/2022
H48167	20	17/11/2022
H48167	29	17/11/2022
F82217	6	04/11/2022
K78882	23	19/11/2022
Y47307	25	22/11/2022
V90078	20	05/11/2022
U18378	2	10/11/2022
S92802	19	05/11/2022
K24786	22	12/11/2022
Z53323	18	05/11/2022
B77851	20	11/11/2022
F82217	35	16/11/2022
P35224	15	26/11/2022
S92802	38	06/11/2022
H05458	39	09/11/2022
Y75396	24	26/11/2022
V28351	23	12/11/2022
M12306	17	12/11/2022
C70945	33	15/11/2022
F69733	8	24/11/2022
Q17124	22	21/11/2022
R19192	0	01/11/2022
N80181	3	20/11/2022
Z53323	27	07/11/2022
Q17124	10	19/11/2022
W48418	24	01/11/2022
F93292	41	29/11/2022
O00253	5	21/11/2022
G65344	40	03/11/2022
I46489	16	26/11/2022
V84299	21	25/11/2022
V02493	12	05/11/2022
N32257	0	19/11/2022
M12306	16	20/11/2022
J28942	23	14/11/2022
Y48318	26	18/11/2022
Z53323	19	28/11/2022
O00253	25	26/11/2022
Z60347	28	27/11/2022
I56295	36	18/11/2022
F69733	7	09/11/2022
W84980	23	11/11/2022
U18378	29	07/11/2022
K35006	0	26/11/2022
C00234	28	25/11/2022
Q86815	11	21/11/2022
B16336	28	18/11/2022
G82993	31	26/11/2022
N22929	18	19/11/2022
Z91269	20	01/11/2022
N80181	3	21/11/2022
P35224	15	25/11/2022
C00234	36	20/11/2022
O85368	3	13/11/2022
L47328	23	24/11/2022
C00234	21	24/11/2022
Z60347	3	20/11/2022
U48940	8	25/11/2022
Z34962	9	11/11/2022
O85368	6	09/11/2022
H59833	3	19/11/2022
M12306	10	10/11/2022
G65344	26	09/11/2022
Z34962	34	17/11/2022
P35224	22	04/11/2022
L95633	25	03/11/2022
G22804	3	16/11/2022
I09813	28	02/11/2022
F93292	15	28/11/2022
G22804	1	12/11/2022
Q17124	27	23/11/2022
J28942	20	07/11/2022
L97294	37	02/11/2022
Q48675	28	15/11/2022
F82217	18	20/11/2022
Y96988	17	19/11/2022
S92802	1	22/11/2022
I46489	40	28/11/2022
P35224	20	17/11/2022
M66769	27	29/11/2022
R97867	38	21/11/2022
B16336	0	22/11/2022
B16336	20	28/11/2022
J28942	17	04/11/2022
N28315	2	19/11/2022
I29058	29	29/11/2022
Z34962	29	28/11/2022
D78946	36	20/11/2022
V69700	36	04/11/2022
V28351	0	15/11/2022
Y47307	21	15/11/2022
H48167	42	22/11/2022
Z86263	3	19/11/2022
U18378	27	11/11/2022
Z27737	24	24/11/2022
F47721	20	14/11/2022
J67582	36	24/11/2022
U18378	18	01/11/2022
V69700	29	22/11/2022
C00234	34	19/11/2022
L97294	6	27/11/2022
Z60347	37	28/11/2022
G65344	10	06/11/2022
E45872	43	10/11/2022
H48167	19	10/11/2022
C00234	29	04/11/2022
W48418	9	09/11/2022
Z60347	23	19/11/2022
Y75396	28	24/11/2022
M66769	18	25/11/2022
Q48675	21	28/11/2022
N61159	26	03/11/2022
P35224	28	17/11/2022
N22929	19	14/11/2022
Z86263	9	04/11/2022
Q86815	25	05/11/2022
H59833	7	20/11/2022
D78946	12	10/11/2022
Q17124	23	02/11/2022
V84299	23	06/11/2022
I29058	3	29/11/2022
Y45556	22	03/11/2022
G95624	42	23/11/2022
H59833	22	16/11/2022
I09813	0	17/11/2022
Z34962	28	03/11/2022
U61799	24	05/11/2022
V28351	23	05/11/2022
O00253	21	01/11/2022
Q86815	43	14/11/2022
C00234	43	09/11/2022
U18378	17	29/11/2022
G22804	19	18/11/2022
G95624	32	15/11/2022
L97294	20	27/11/2022
I29058	26	23/11/2022
Y75396	24	20/11/2022
Y75396	38	06/11/2022
Q17124	29	25/11/2022
F33683	17	08/11/2022
O18047	19	06/11/2022
O18047	9	23/11/2022
C00234	29	16/11/2022
F47721	0	05/11/2022
Y48318	9	18/11/2022
C70945	25	15/11/2022
B77851	3	19/11/2022
H59833	27	01/11/2022
U18378	0	05/11/2022
F69733	18	09/11/2022
Q48675	16	07/11/2022
N22929	22	16/11/2022
A70424	7	25/11/2022
Z53323	21	24/11/2022
B77851	28	05/11/2022
V28351	29	19/11/2022
N28315	2	18/11/2022
J67582	7	22/11/2022
I56295	28	24/11/2022
L95633	34	07/11/2022
S92802	19	16/11/2022
K24786	31	09/11/2022
O18047	0	04/11/2022
K24786	14	16/11/2022
Z60347	9	16/11/2022
N61159	23	25/11/2022
P35224	25	22/11/2022
Z91269	23	28/11/2022
N80181	25	26/11/2022
G22804	3	22/11/2022
I09813	1	17/11/2022
G22804	34	01/11/2022
G65344	2	13/11/2022
Y96988	21	24/11/2022
R19192	20	04/11/2022
S92802	23	26/11/2022
I09813	10	15/11/2022
K78882	40	22/11/2022
N80181	19	20/11/2022
E80025	8	17/11/2022
N28315	0	12/11/2022
N28315	23	20/11/2022
N32257	20	21/11/2022
F33683	26	14/11/2022
O18047	28	25/11/2022
Z27737	28	01/11/2022
Y48318	38	16/11/2022
U48940	20	28/11/2022
Z60347	36	04/11/2022
H59833	20	08/11/2022
F82217	3	20/11/2022
U61799	24	09/11/2022
O85368	21	29/11/2022
N32257	25	16/11/2022
N32257	38	03/11/2022
K35006	19	19/11/2022
U18378	0	03/11/2022
I09813	35	27/11/2022
Q48675	23	23/11/2022
M66769	20	22/11/2022
O00253	20	17/11/2022
N22929	29	07/11/2022
N80181	20	20/11/2022
S92802	40	08/11/2022
G95624	0	19/11/2022
Y45556	2	19/11/2022
F93292	27	12/11/2022
Z53323	28	17/11/2022
Q86815	20	24/11/2022
S92802	28	20/11/2022
H48167	40	25/11/2022
O18047	20	22/11/2022
Z53323	28	02/11/2022
B16336	20	18/11/2022
Y45556	28	07/11/2022
B16336	15	10/11/2022
Z34962	43	29/11/2022
Z34962	38	11/11/2022
N61159	21	07/11/2022
I09813	29	01/11/2022
K35006	28	17/11/2022
Z86263	23	13/11/2022
E80025	18	05/11/2022
L95633	23	29/11/2022
J67582	25	05/11/2022
N80181	21	05/11/2022
G65344	29	19/11/2022
V90078	24	29/11/2022
Z34962	34	05/11/2022
Y75396	26	28/11/2022
L97294	15	19/11/2022
C70945	0	10/11/2022
R97867	0	14/11/2022
G95624	27	07/11/2022
K78882	0	05/11/2022
F93292	21	21/11/2022
B46727	22	01/11/2022
H59833	20	24/11/2022
Y47307	23	03/11/2022
G65344	34	06/11/2022
G95624	28	23/11/2022
G22804	7	20/11/2022
V69700	24	26/11/2022
O85368	15	13/11/2022
H59833	20	09/11/2022
M12306	21	14/11/2022
F69733	25	25/11/2022
O85368	21	29/11/2022
K78882	21	09/11/2022
Y45556	23	19/11/2022
H59833	0	28/11/2022
N80181	0	12/11/2022
V02493	3	28/11/2022
H05458	0	23/11/2022
V28351	21	14/11/2022
Y47307	28	16/11/2022
F50762	38	28/11/2022
G95624	28	17/11/2022
S92802	11	11/11/2022
U48940	23	01/11/2022
A70424	28	21/11/2022
W48418	2	04/11/2022
Y47307	17	24/11/2022
C00234	27	11/11/2022
G82993	39	04/11/2022
R19192	22	20/11/2022
S92802	19	05/11/2022
V90078	28	07/11/2022
N32257	23	29/11/2022
Y96988	28	03/11/2022
Z53323	3	23/11/2022
K78882	0	29/11/2022
A70424	16	22/11/2022
H05458	28	16/11/2022
I29058	24	18/11/2022
M66769	26	10/11/2022
H48167	21	12/11/2022
W84980	30	03/11/2022
N32257	23	21/11/2022
W48418	22	14/11/2022
R19192	19	10/11/2022
O18047	24	04/11/2022
U61799	21	18/11/2022
R97867	29	27/11/2022
O85368	3	11/11/2022
V84299	29	25/11/2022
V90078	28	19/11/2022
I46489	21	24/11/2022
Y45556	29	26/11/2022
Y75396	31	29/11/2022
E80025	38	23/11/2022
L91848	6	23/11/2022
H05458	28	17/11/2022
N61159	0	25/11/2022
I46489	25	22/11/2022
Y75396	43	25/11/2022
D78946	25	26/11/2022
E45872	38	09/11/2022
F93292	14	19/11/2022
W84980	26	10/11/2022
U61799	30	22/11/2022
Z60347	14	19/11/2022
U48940	25	25/11/2022
M66769	31	23/11/2022
Y75396	7	16/11/2022
Z60347	18	29/11/2022
K35006	29	22/11/2022
Y48318	12	06/11/2022
Z91269	20	25/11/2022
B77851	12	03/11/2022
Z86263	22	20/11/2022
Y47307	24	27/11/2022
V84299	19	12/11/2022
J28942	21	27/11/2022
S92802	10	18/11/2022
L97294	24	29/11/2022
B16336	25	01/11/2022
Z60347	12	17/11/2022
Y75396	1	03/11/2022
W48418	22	14/11/2022
W48418	34	20/11/2022
Y75396	3	10/11/2022
F69733	22	20/11/2022
Y75396	3	06/11/2022
N32257	27	10/11/2022
G82993	29	25/11/2022
U61799	6	02/11/2022
I29058	20	05/11/2022
R97867	3	27/11/2022
W48418	19	08/11/2022
L97294	9	17/11/2022
Z53323	34	20/11/2022
J67582	20	15/11/2022
Z53323	28	17/11/2022
P35224	27	24/11/2022
Z34962	6	05/11/2022
N28315	42	04/11/2022
B46727	27	14/11/2022
R97867	30	25/11/2022
K24786	29	29/11/2022
E45872	29	29/11/2022
F33683	23	25/11/2022
C00234	28	05/11/2022
C00234	27	25/11/2022
Y48318	0	06/11/2022
B46727	28	10/11/2022
I29058	27	14/11/2022
Z53323	40	11/11/2022
B77851	20	05/11/2022
F82217	20	25/11/2022
G82993	34	03/11/2022
V02493	3	04/11/2022
Y48318	23	05/11/2022
A70424	6	12/11/2022
K78882	21	18/11/2022
Q17124	29	13/11/2022
Y96988	16	25/11/2022
O85368	29	07/11/2022
G82993	35	09/11/2022
O00253	3	06/11/2022
Z34962	25	15/11/2022
E80025	2	14/11/2022
N28315	14	14/11/2022
U48940	29	06/11/2022
R97867	22	02/11/2022
G22804	0	26/11/2022
V69700	18	27/11/2022
U18378	19	29/11/2022
Z27737	11	08/11/2022
Y47307	43	24/11/2022
Z91269	9	23/11/2022
J28942	18	17/11/2022
G65344	18	28/11/2022
E45872	3	28/11/2022
K24786	25	23/11/2022
M12306	11	26/11/2022
K35006	3	16/11/2022
F93292	11	29/11/2022
B16336	38	09/11/2022
Q86815	18	19/11/2022
F50762	34	15/11/2022
H59833	29	29/11/2022
C00234	24	03/11/2022
Z91269	21	10/11/2022
V90078	3	08/11/2022
G95624	25	02/11/2022
Z60347	7	17/11/2022
Z86263	29	02/11/2022
I46489	21	17/11/2022
J67582	22	27/11/2022
H48167	24	14/11/2022
N22929	12	14/11/2022
L95633	21	27/11/2022
Z53323	3	05/11/2022
M12306	21	29/11/2022
Y47307	29	18/11/2022
F93292	25	01/11/2022
O18047	24	10/11/2022
V69700	3	11/11/2022
V02493	26	13/11/2022
L47328	29	03/11/2022
G82993	36	21/11/2022
S92802	0	10/11/2022
F93292	14	29/11/2022
K35006	27	08/11/2022
H59833	43	18/11/2022
K35006	18	25/11/2022
F69733	9	01/11/2022
M12306	29	09/11/2022
Q17124	29	08/11/2022
J28942	35	02/11/2022
V69700	3	24/11/2022
F82217	24	14/11/2022
V90078	33	21/11/2022
Y96988	39	05/11/2022
Z60347	22	04/11/2022
K78882	39	25/11/2022
J67582	19	05/11/2022
N28315	36	19/11/2022
O18047	1	28/11/2022
J67582	26	20/11/2022
F93292	26	23/11/2022
I29058	29	20/11/2022
Y48318	24	05/11/2022
L91848	23	19/11/2022
I46489	18	01/11/2022
O18047	39	01/11/2022
H59833	38	18/11/2022
V02493	34	02/11/2022
L47328	3	01/11/2022
F50762	14	09/11/2022
N32257	10	06/11/2022
K78882	28	17/11/2022
V02493	19	29/11/2022
G95624	28	02/11/2022
W84980	22	07/11/2022
C00234	19	20/11/2022
G65344	26	12/11/2022
O00253	20	10/11/2022
I09813	25	11/11/2022
Z53323	26	21/11/2022
C00234	29	22/11/2022
C00234	18	28/11/2022
V90078	35	24/11/2022
F69733	21	22/11/2022
Z34962	0	25/11/2022
K35006	7	22/11/2022
U61799	1	11/11/2022
N28315	6	14/11/2022
H48167	22	24/11/2022
N32257	20	28/11/2022
J67582	43	02/11/2022
W84980	23	23/11/2022
L97294	26	02/11/2022
V02493	20	10/11/2022
W48418	22	03/11/2022
F47721	21	14/11/2022
C00234	29	24/11/2022
U48940	42	11/11/2022
V28351	23	23/11/2022
Y96988	19	13/11/2022
J28942	10	21/11/2022
K35006	12	08/11/2022
K78882	22	18/11/2022
U48940	21	16/11/2022
Z27737	38	27/11/2022
Z60347	18	01/11/2022
N61159	26	10/11/2022
K24786	20	27/11/2022
F93292	9	19/11/2022
F47721	35	11/11/2022
H48167	34	11/11/2022
H48167	24	16/11/2022
B16336	20	07/11/2022
J28942	14	29/11/2022
N80181	23	14/11/2022
N32257	20	10/11/2022
G95624	20	23/11/2022
N61159	29	25/11/2022
N22929	25	05/11/2022
C70945	24	22/11/2022
Z34962	11	19/11/2022
K78882	11	20/11/2022
H05458	29	15/11/2022
Y47307	19	29/11/2022
N22929	3	02/11/2022
Z34962	25	05/11/2022
E80025	1	14/11/2022
Y75396	42	23/11/2022
C70945	0	26/11/2022
J28942	36	10/11/2022
K78882	10	12/11/2022
Z60347	23	29/11/2022
I46489	25	18/11/2022
U48940	3	27/11/2022
P35224	25	20/11/2022
A70424	20	09/11/2022
M66769	28	09/11/2022
U61799	14	09/11/2022
V69700	30	28/11/2022
V84299	25	17/11/2022
C70945	34	01/11/2022
K78882	17	17/11/2022
J67582	3	08/11/2022
A70424	34	27/11/2022
R19192	2	21/11/2022
Z53323	21	12/11/2022
Y47307	8	19/11/2022
F33683	20	25/11/2022
J67582	34	19/11/2022
G82993	7	23/11/2022
M66769	29	14/11/2022
N61159	20	02/11/2022
F47721	12	11/11/2022
V84299	20	10/11/2022
Z27737	23	05/11/2022
L97294	24	17/11/2022
F93292	30	02/11/2022
Y45556	2	29/11/2022
V84299	20	22/11/2022
N61159	29	18/11/2022
W48418	21	24/11/2022
G82993	39	11/11/2022
O85368	25	25/11/2022
I56295	33	07/11/2022
F69733	24	21/11/2022
Q86815	35	08/11/2022
K78882	3	10/11/2022
F16023	25	12/11/2022
J67582	29	08/11/2022
F47721	34	28/11/2022
K24786	20	29/11/2022
H05458	27	02/11/2022
F16023	23	08/11/2022
G65344	22	05/11/2022
G22804	20	18/11/2022
V28351	19	03/11/2022
V69700	37	18/11/2022
W84980	23	22/11/2022
V84299	19	04/11/2022
V02493	43	12/11/2022
N61159	20	04/11/2022
I29058	28	18/11/2022
K24786	29	13/11/2022
B16336	29	02/11/2022
G82993	2	07/11/2022
F50762	11	17/11/2022
R97867	21	14/11/2022
M66769	24	11/11/2022
J67582	29	24/11/2022
K35006	19	01/11/2022
P35224	39	21/11/2022
L47328	26	10/11/2022
G95624	29	26/11/2022
F47721	27	25/11/2022
Y47307	28	23/11/2022
Z53323	26	15/11/2022
B46727	1	02/11/2022
B46727	20	12/11/2022
H59833	19	27/11/2022
H05458	1	26/11/2022
F69733	25	20/11/2022
Q48675	23	20/11/2022
O85368	22	23/11/2022
Z60347	26	28/11/2022
L97294	1	14/11/2022
O85368	24	20/11/2022
Y96988	28	29/11/2022
V02493	18	16/11/2022
K24786	10	28/11/2022
L47328	20	23/11/2022
B46727	20	13/11/2022
Q86815	22	16/11/2022
S92802	28	16/11/2022
S92802	18	06/11/2022
Y45556	29	17/11/2022
H48167	10	22/11/2022
Y75396	23	09/11/2022
Z60347	38	28/11/2022
I46489	29	03/11/2022
Y48318	27	10/11/2022
Z60347	26	16/11/2022
Z86263	29	23/11/2022
V90078	25	15/11/2022
B77851	1	25/11/2022
N80181	28	26/11/2022
H59833	28	03/11/2022
H05458	1	12/11/2022
V28351	24	21/11/2022
F93292	1	01/11/2022
E45872	26	03/11/2022
A70424	3	03/11/2022
Q86815	23	22/11/2022
N28315	2	03/11/2022
Z86263	10	14/11/2022
C70945	20	27/11/2022
N22929	32	01/11/2022
U18378	43	15/11/2022
I29058	29	16/11/2022
A70424	1	04/11/2022
N61159	23	17/11/2022
Y48318	12	14/11/2022
U18378	21	19/11/2022
N28315	2	28/11/2022
N32257	20	08/11/2022
W48418	28	20/11/2022
J28942	3	18/11/2022
L97294	20	15/11/2022
U18378	21	01/11/2022
W84980	16	14/11/2022
Z27737	28	06/11/2022
F93292	20	09/11/2022
U61799	18	18/11/2022
O85368	19	24/11/2022
O00253	25	11/11/2022
G65344	26	24/11/2022
J67582	9	26/11/2022
I46489	23	28/11/2022
F47721	0	13/11/2022
B16336	23	01/11/2022
Q86815	0	14/11/2022
M66769	1	01/11/2022
H05458	9	29/11/2022
Z27737	29	21/11/2022
Q48675	20	28/11/2022
Y75396	26	29/11/2022
F69733	28	27/11/2022
V84299	24	17/11/2022
W48418	0	06/11/2022
U18378	18	16/11/2022
Y75396	34	17/11/2022
L47328	1	16/11/2022
V02493	27	06/11/2022
G22804	39	29/11/2022
N80181	16	12/11/2022
R19192	39	22/11/2022
Q48675	21	14/11/2022
F47721	26	17/11/2022
Z86263	3	20/11/2022
Y75396	3	24/11/2022
C70945	19	18/11/2022
R19192	3	03/11/2022
N28315	17	22/11/2022
F47721	27	18/11/2022
F33683	23	10/11/2022
H48167	28	10/11/2022
Q86815	23	09/11/2022
Q17124	35	11/11/2022
B77851	32	14/11/2022
L97294	31	21/11/2022
F16023	23	10/11/2022
H59833	1	13/11/2022
K35006	29	13/11/2022
N22929	7	24/11/2022
B16336	17	29/11/2022
H48167	25	17/11/2022
Z27737	34	17/11/2022
C70945	22	18/11/2022
Y47307	24	03/11/2022
N22929	20	09/11/2022
Q48675	38	18/11/2022
Z60347	33	19/11/2022
W84980	16	15/11/2022
U48940	23	16/11/2022
O18047	5	09/11/2022
Z86263	36	27/11/2022
Z34962	27	25/11/2022
I09813	18	05/11/2022
S92802	22	27/11/2022
F33683	14	05/11/2022
N61159	15	04/11/2022
N28315	23	28/11/2022
I29058	27	28/11/2022
Y47307	20	27/11/2022
I09813	29	12/11/2022
Y45556	29	05/11/2022
Z53323	32	24/11/2022
Q48675	25	17/11/2022
N61159	5	12/11/2022
V69700	29	12/11/2022
C70945	29	27/11/2022
Z27737	29	20/11/2022
Z53323	19	05/11/2022
Q48675	20	08/11/2022
H05458	17	24/11/2022
Q48675	29	21/11/2022
P35224	23	27/11/2022
U18378	23	06/11/2022
Q86815	21	26/11/2022
N32257	23	27/11/2022
H59833	31	22/11/2022
B46727	11	18/11/2022
Y96988	21	06/11/2022
I09813	28	21/11/2022
V90078	21	18/11/2022
L47328	19	14/11/2022
W84980	3	09/11/2022
J28942	11	01/11/2022
R19192	19	18/11/2022
B77851	19	19/11/2022
L95633	6	24/11/2022
Y96988	35	13/11/2022
N61159	29	17/11/2022
W84980	28	02/11/2022
K24786	27	25/11/2022
W84980	26	20/11/2022
Z60347	20	02/11/2022
V69700	26	02/11/2022
Z86263	6	26/11/2022
J28942	24	24/11/2022
Y75396	20	20/11/2022
N80181	35	14/11/2022
E80025	43	22/11/2022
R97867	7	29/11/2022
H59833	6	23/11/2022
C70945	29	23/11/2022
F69733	19	27/11/2022
Z86263	21	16/11/2022
C00234	23	03/11/2022
Q86815	23	13/11/2022
K78882	12	04/11/2022
Y48318	3	07/11/2022
Z53323	23	09/11/2022
O18047	23	04/11/2022
G22804	28	12/11/2022
B46727	29	26/11/2022
F47721	36	13/11/2022
H59833	29	09/11/2022
H05458	24	25/11/2022
N22929	17	28/11/2022
O00253	28	23/11/2022
G22804	17	19/11/2022
G22804	38	07/11/2022
N61159	11	16/11/2022
N32257	0	13/11/2022
J28942	20	14/11/2022
Q86815	28	07/11/2022
Z86263	12	12/11/2022
R97867	26	21/11/2022
Y47307	38	07/11/2022
U61799	29	08/11/2022
O18047	22	09/11/2022
V90078	24	15/11/2022
L97294	29	04/11/2022
L91848	37	12/11/2022
Q86815	17	02/11/2022
F16023	24	13/11/2022
G95624	23	09/11/2022
N32257	28	10/11/2022
U61799	25	13/11/2022
Z53323	34	22/11/2022
M12306	28	02/11/2022
I46489	28	04/11/2022
Q17124	21	23/11/2022
Z34962	11	01/11/2022
O00253	0	05/11/2022
W48418	23	07/11/2022
F33683	23	01/11/2022
F93292	39	02/11/2022
Q17124	27	25/11/2022
N80181	35	03/11/2022
U48940	21	25/11/2022
R19192	24	27/11/2022
H59833	12	14/11/2022
Q17124	23	29/11/2022
B46727	28	16/11/2022
W84980	0	13/11/2022
N61159	29	29/11/2022
F69733	19	24/11/2022
Q17124	27	02/11/2022
O18047	26	22/11/2022
O00253	27	20/11/2022
I56295	28	14/11/2022
B46727	1	14/11/2022
N28315	18	13/11/2022
I29058	25	03/11/2022
H59833	27	04/11/2022
U61799	1	12/11/2022
Y48318	20	15/11/2022
G95624	43	03/11/2022
U61799	25	16/11/2022
N61159	27	07/11/2022
V02493	36	25/11/2022
V28351	18	05/11/2022
V69700	33	22/11/2022
Z60347	6	19/11/2022
V28351	28	20/11/2022
I09813	28	02/11/2022
O00253	19	08/11/2022
N22929	28	27/11/2022
I56295	26	29/11/2022
U18378	3	29/11/2022
J28942	43	12/11/2022
R97867	28	01/11/2022
N22929	15	03/11/2022
H59833	0	19/11/2022
Z60347	29	01/11/2022
F69733	16	27/11/2022
L95633	6	28/11/2022
K78882	28	25/11/2022
L91848	22	22/11/2022
O00253	3	16/11/2022
U48940	23	16/11/2022
L91848	22	02/11/2022
Z27737	6	14/11/2022
Q86815	23	26/11/2022
Z53323	42	18/11/2022
Z34962	25	17/11/2022
I56295	19	16/11/2022
F82217	1	24/11/2022
Y45556	40	07/11/2022
E80025	33	26/11/2022
O18047	19	08/11/2022
L47328	27	23/11/2022
G82993	0	04/11/2022
U48940	23	01/11/2022
E80025	10	12/11/2022
J67582	28	04/11/2022
F16023	9	01/11/2022
V84299	21	06/11/2022
Q86815	28	15/11/2022
B77851	18	08/11/2022
J28942	3	26/11/2022
H48167	25	12/11/2022
H59833	28	07/11/2022
G95624	43	23/11/2022
K35006	16	17/11/2022
F16023	27	21/11/2022
U61799	17	13/11/2022
K24786	20	06/11/2022
V28351	20	20/11/2022
G65344	29	20/11/2022
O00253	28	07/11/2022
Z27737	32	04/11/2022
W48418	0	25/11/2022
D78946	14	09/11/2022
Z53323	29	25/11/2022
Z34962	27	13/11/2022
U48940	28	29/11/2022
O00253	36	05/11/2022
F16023	24	20/11/2022
U61799	19	10/11/2022
A70424	18	05/11/2022
F69733	6	27/11/2022
N22929	28	17/11/2022
U61799	24	26/11/2022
Y47307	16	12/11/2022
R19192	6	06/11/2022
G95624	27	26/11/2022
Y75396	28	07/11/2022
K35006	23	29/11/2022
Q86815	23	10/11/2022
W84980	28	05/11/2022
H48167	28	08/11/2022
H05458	34	21/11/2022
F33683	27	06/11/2022
F33683	19	10/11/2022
G22804	35	01/11/2022
O85368	0	14/11/2022
D78946	21	10/11/2022
L95633	43	15/11/2022
B16336	28	09/11/2022
U61799	23	01/11/2022
F33683	41	18/11/2022
U61799	37	16/11/2022
F47721	36	05/11/2022
U18378	8	14/11/2022
U18378	0	11/11/2022
N80181	18	18/11/2022
M66769	18	29/11/2022
O00253	11	03/11/2022
L47328	19	22/11/2022
Q86815	29	11/11/2022
Z60347	28	01/11/2022
R97867	0	28/11/2022
K24786	26	05/11/2022
J28942	39	22/11/2022
G82993	9	07/11/2022
I46489	28	24/11/2022
D78946	35	29/11/2022
Z34962	20	19/11/2022
V69700	18	24/11/2022
P35224	2	13/11/2022
Q48675	31	11/11/2022
A70424	32	04/11/2022
G82993	18	07/11/2022
D78946	19	28/11/2022
R97867	22	13/11/2022
G22804	0	19/11/2022
U61799	20	02/11/2022
N61159	9	25/11/2022
O18047	23	05/11/2022
G95624	24	25/11/2022
Y96988	29	26/11/2022
W48418	3	05/11/2022
J67582	23	10/11/2022
K35006	23	01/11/2022
G65344	18	04/11/2022
D78946	21	27/11/2022
O18047	28	18/11/2022
R97867	20	29/11/2022
A70424	34	16/11/2022
O18047	0	09/11/2022
S92802	35	29/11/2022
V28351	20	09/11/2022
U18378	29	27/11/2022
U61799	22	05/11/2022
W48418	35	10/11/2022
F16023	29	20/11/2022
N61159	25	19/11/2022
L47328	0	08/11/2022
Q48675	29	27/11/2022
A70424	9	02/11/2022
R97867	11	23/11/2022
J28942	19	24/11/2022
Q17124	1	22/11/2022
H48167	22	25/11/2022
M12306	1	28/11/2022
J67582	20	17/11/2022
E80025	28	07/11/2022
F50762	23	01/11/2022
Z91269	38	25/11/2022
Q48675	16	11/11/2022
I56295	12	01/11/2022
Q17124	23	06/11/2022
P35224	16	16/11/2022
K24786	0	07/11/2022
Q86815	23	16/11/2022
N32257	26	17/11/2022
O18047	29	02/11/2022
W84980	25	10/11/2022
J28942	28	07/11/2022
Q17124	29	20/11/2022
Y45556	29	29/11/2022
J28942	26	15/11/2022
F93292	11	01/11/2022
R19192	27	12/11/2022
L47328	20	01/11/2022
I56295	32	29/11/2022
Z60347	1	04/11/2022
Y48318	20	25/11/2022
G22804	20	28/11/2022
C70945	43	13/11/2022
Y75396	15	21/11/2022
F16023	17	20/11/2022
Y47307	43	02/11/2022
Y48318	28	01/11/2022
F16023	20	17/11/2022
Q86815	24	02/11/2022
U61799	3	28/11/2022
H05458	29	21/11/2022
W48418	6	04/11/2022
J67582	28	25/11/2022
Z60347	0	17/11/2022
L47328	43	07/11/2022
F82217	24	12/11/2022
H05458	25	18/11/2022
W48418	0	16/11/2022
Q48675	26	17/11/2022
V84299	1	27/11/2022
F93292	36	29/11/2022
G95624	15	15/11/2022
B16336	34	20/11/2022
R19192	18	26/11/2022
G82993	29	24/11/2022
F69733	18	14/11/2022
N32257	23	27/11/2022
F82217	23	28/11/2022
A70424	10	26/11/2022
F16023	27	08/11/2022
G95624	30	26/11/2022
F93292	26	21/11/2022
U48940	2	18/11/2022
F93292	29	15/11/2022
J28942	29	24/11/2022
R97867	31	29/11/2022
R19192	0	06/11/2022
C00234	29	19/11/2022
O00253	29	05/11/2022
M66769	22	11/11/2022
O00253	3	28/11/2022
F33683	38	19/11/2022
F82217	21	21/11/2022
M12306	1	10/11/2022
V90078	8	14/11/2022
I29058	0	29/11/2022
Z60347	6	14/11/2022
D78946	14	24/11/2022
F33683	24	22/11/2022
I09813	26	27/11/2022
G95624	23	17/11/2022
U18378	31	04/11/2022
Y75396	24	06/11/2022
V02493	19	06/11/2022
Q17124	18	10/11/2022
I09813	21	12/11/2022
Q48675	21	28/11/2022
R97867	43	29/11/2022
G82993	32	27/11/2022
U61799	26	07/11/2022
A70424	42	17/11/2022
N32257	34	14/11/2022
Y96988	25	24/11/2022
I09813	16	02/11/2022
V84299	18	12/11/2022
M12306	33	08/11/2022
Y45556	21	20/11/2022
C70945	18	21/11/2022
N22929	24	24/11/2022
